cowcode,country,bureau,year,quarter,yearquarter,time,atr100,atr50,delibck,insurg_fatalities,insurg_events,intercomm_events,intercomm_fatalities,interstate_fatalities,protests,progovmilitias,regimechange,rallies,elections,blackouts,pts,vdem,anocracy
580,Madagascar,AF,2018,Q4,2018 Q4,5,0,0,9,0,0,2,8,0,3,0,0,0,1,0,3,1,1
553,Malawi,AF,2018,Q4,2018 Q4,5,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,2,1
820,Malaysia,EAP,2018,Q4,2018 Q4,5,0,0,1,0,1,0,0,0,57,0,0,0,0,0,3,1,1
432,Mali,AF,2018,Q4,2018 Q4,5,1,1,270,127,59,50,142,59,24,1,0,0,0,0,4,2,1
435,Mauritania,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,1,1,0,27,0,0,0,0,0,3,1,1
359,Moldova,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,46,0,0,0,0,0,3,2,1
341,Montenegro,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,1,1
600,Morocco,NEA,2018,Q4,2018 Q4,5,0,0,2,2,3,0,0,0,91,0,0,0,0,0,2,0,0
541,Mozambique,AF,2018,Q4,2018 Q4,5,0,0,60,0,0,4,6,0,6,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2018,Q4,2018 Q4,5,0,0,15,25,100,0,0,3,63,1,0,0,1,0,5,1,1
565,Namibia,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,2,1
790,Nepal,SCA,2018,Q4,2018 Q4,5,0,0,2,0,1,0,0,0,84,0,0,0,0,0,3,2,1
436,Niger,AF,2018,Q4,2018 Q4,5,0,0,29,34,31,6,16,252,6,1,0,0,0,0,4,2,1
475,Nigeria,AF,2018,Q4,2018 Q4,5,1,1,276,572,122,40,182,0,79,1,0,0,0,0,4,2,1
343,North Macedonia,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,37,0,0,0,0,0,2,2,1
698,Oman,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
770,Pakistan,SCA,2018,Q4,2018 Q4,5,0,1,144,60,17,59,68,8,"1,562",1,0,0,0,1,4,1,1
840,Philippines,EAP,2018,Q4,2018 Q4,5,0,1,252,74,109,4,2,14,14,1,0,0,0,0,4,2,1
694,Qatar,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
360,Romania,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,122,1,0,0,0,0,2,2,1
365,Russia,EUR,2018,Q4,2018 Q4,5,0,0,1,6,8,0,0,0,254,1,0,0,0,0,4,1,1
517,Rwanda,AF,2018,Q4,2018 Q4,5,0,0,4,13,3,1,0,0,1,0,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,"1,705",0,0,0,0,0,0,4,0,0
433,Senegal,AF,2018,Q4,2018 Q4,5,0,0,3,0,0,0,0,0,12,0,0,0,0,1,2,2,1
345,Serbia,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2,1,1
451,Sierra Leone,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,2,1
520,Somalia,AF,2018,Q4,2018 Q4,5,0,1,194,421,231,64,147,338,29,1,0,0,0,0,4,0,0
560,South Africa,AF,2018,Q4,2018 Q4,5,0,0,7,0,0,1,0,0,134,0,0,0,0,0,3,2,1
626,South Sudan,AF,2018,Q4,2018 Q4,5,0,1,139,76,69,40,127,0,6,0,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2018,Q4,2018 Q4,5,0,0,7,0,0,2,1,1,223,1,0,0,0,0,3,2,1
625,Sudan,AF,2018,Q4,2018 Q4,5,0,1,119,57,16,35,17,1,85,1,0,0,0,1,5,1,1
652,Syria,NEA,2018,Q4,2018 Q4,5,1,1,275,"1,090",400,8,4,777,84,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2018,Q4,2018 Q4,5,0,0,0,0,1,0,0,0,4,0,0,0,0,1,3,1,1
510,Tanzania,AF,2018,Q4,2018 Q4,5,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,2,1
800,Thailand,EAP,2018,Q4,2018 Q4,5,0,0,41,52,91,0,0,0,9,1,0,0,0,0,4,0,0
461,Togo,AF,2018,Q4,2018 Q4,5,0,0,2,0,0,0,0,0,12,1,0,0,1,0,2,1,1
616,Tunisia,NEA,2018,Q4,2018 Q4,5,0,0,3,2,9,0,0,0,227,0,0,0,0,0,2,2,1
640,Turkey,EUR,2018,Q4,2018 Q4,5,0,0,5,242,145,4,4,1,250,1,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1
500,Uganda,AF,2018,Q4,2018 Q4,5,0,0,42,1,2,5,17,0,23,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2018,Q4,2018 Q4,5,0,0,1,192,"2,971",0,0,0,350,1,0,0,0,0,4,1,1
696,United Arab Emirates,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0
704,Uzbekistan,SCA,2018,Q4,2018 Q4,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0
816,Vietnam,EAP,2018,Q4,2018 Q4,5,0,0,1,0,0,0,0,0,7,1,0,0,1,0,4,0,0
679,Yemen,NEA,2018,Q4,2018 Q4,5,0,1,128,43,19,9,18,789,89,1,0,0,0,0,5,0,0
551,Zambia,AF,2018,Q4,2018 Q4,5,0,0,2,0,0,0,0,0,8,0,0,0,0,0,3,1,1
552,Zimbabwe,AF,2018,Q4,2018 Q4,5,0,0,2,0,0,0,0,1,14,1,0,0,0,1,3,1,1
700,Afghanistan,SCA,2019,Q1,2019 Q1,6,0,1,105,"7,764","2,192",0,0,326,5,1,0,0,0,0,5,1,1
339,Albania,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,92,1,0,0,0,0,2,1,1
615,Algeria,NEA,2019,Q1,2019 Q1,6,0,0,2,0,0,0,0,0,338,0,0,0,0,1,2,1,1
540,Angola,AF,2019,Q1,2019 Q1,6,0,0,3,12,1,0,0,0,11,0,0,0,0,0,3,1,1
371,Armenia,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,59,0,0,0,0,0,3,1,1
373,Azerbaijan,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,1
692,Bahrain,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,138,0,0,0,0,0,3,0,0
771,Bangladesh,SCA,2019,Q1,2019 Q1,6,0,0,62,0,1,21,19,8,181,1,0,0,0,0,4,1,1
370,Belarus,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,1,1
434,Benin,AF,2019,Q1,2019 Q1,6,0,0,1,0,0,1,4,0,5,0,0,0,0,0,2,1,1
346,Bosnia and Herzegovina,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,30,1,0,0,0,0,2,2,1
571,Botswana,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0
355,Bulgaria,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,59,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2019,Q1,2019 Q1,6,1,1,462,167,101,5,13,0,48,1,0,0,0,0,3,1,1
516,Burundi,AF,2019,Q1,2019 Q1,6,0,0,45,0,0,9,7,0,2,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2019,Q1,2019 Q1,6,0,0,2,0,0,2,1,0,28,1,0,0,0,0,3,1,1
471,Cameroon,AF,2019,Q1,2019 Q1,6,0,1,129,231,125,2,3,0,15,1,0,0,0,0,4,1,1
482,Central African Republic,AF,2019,Q1,2019 Q1,6,0,1,86,0,7,11,20,4,10,1,0,0,0,0,3,1,1
483,Chad,AF,2019,Q1,2019 Q1,6,0,0,7,30,10,8,61,20,16,1,0,0,0,1,3,1,1
437,Cote d'Ivoire,AF,2019,Q1,2019 Q1,6,0,0,3,0,0,5,3,0,18,1,0,0,0,0,3,2,1
344,Croatia,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,2,1
352,Cyprus,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2019,Q1,2019 Q1,6,0,1,226,195,88,18,28,46,42,1,0,0,0,1,5,1,1
522,Djibouti,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
651,Egypt,NEA,2019,Q1,2019 Q1,6,0,0,2,221,61,2,4,0,34,1,0,0,0,0,4,1,1
411,Equatorial Guinea,AF,2019,Q1,2019 Q1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1
531,Eritrea,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
530,Ethiopia,AF,2019,Q1,2019 Q1,6,0,1,82,2,3,15,67,0,26,1,0,0,0,0,4,1,1
481,Gabon,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,13,1,1,0,0,1,3,1,1
420,Gambia,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,1
372,Georgia,EUR,2019,Q1,2019 Q1,6,0,0,1,0,0,0,0,0,147,0,0,0,0,0,2,2,1
452,Ghana,AF,2019,Q1,2019 Q1,6,0,0,6,0,0,14,7,0,12,1,0,0,0,0,3,3,0
350,Greece,EUR,2019,Q1,2019 Q1,6,0,0,1,0,0,0,0,0,164,0,0,0,0,0,1,2,1
438,Guinea,AF,2019,Q1,2019 Q1,6,0,0,2,0,0,2,6,0,22,1,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1
750,India,SCA,2019,Q1,2019 Q1,6,0,0,119,187,178,61,30,14,"4,431",1,0,1,0,1,4,2,1
850,Indonesia,EAP,2019,Q1,2019 Q1,6,0,0,27,25,15,0,0,0,107,0,0,0,0,0,3,2,1
630,Iran,NEA,2019,Q1,2019 Q1,6,0,0,0,29,3,0,0,4,617,1,0,0,0,0,4,1,1
645,Iraq,NEA,2019,Q1,2019 Q1,6,0,0,43,570,289,12,19,95,36,1,0,0,0,0,4,1,1
666,Israel,NEA,2019,Q1,2019 Q1,6,0,0,3,0,0,0,0,40,135,1,0,0,0,0,3,3,0
663,Jordan,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,1,0,0,77,1,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,1,1
501,Kenya,AF,2019,Q1,2019 Q1,6,0,0,44,21,4,7,13,0,34,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,24,1,0,0,0,0,3,1,1
812,Laos,EAP,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,50,1,0,0,0,0,3,1,1
570,Lesotho,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1
450,Liberia,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2,1
620,Libya,NEA,2019,Q1,2019 Q1,6,0,0,15,25,7,4,9,38,45,1,0,0,0,0,5,0,0
580,Madagascar,AF,2019,Q1,2019 Q1,6,0,0,24,0,0,8,11,0,9,1,0,0,0,0,3,1,1
553,Malawi,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,1
820,Malaysia,EAP,2019,Q1,2019 Q1,6,0,0,3,0,0,1,0,0,47,0,0,0,0,0,3,1,1
432,Mali,AF,2019,Q1,2019 Q1,6,1,1,369,159,51,35,263,103,33,1,0,1,0,0,4,1,1
435,Mauritania,AF,2019,Q1,2019 Q1,6,0,0,1,0,0,0,0,0,33,0,0,0,0,0,3,1,1
359,Moldova,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,35,0,0,0,1,0,3,2,1
341,Montenegro,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,1,1
600,Morocco,NEA,2019,Q1,2019 Q1,6,0,0,0,0,4,1,0,0,271,1,0,0,0,0,2,0,0
541,Mozambique,AF,2019,Q1,2019 Q1,6,0,0,76,0,0,0,0,0,2,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2019,Q1,2019 Q1,6,0,0,28,169,149,1,1,0,84,1,0,0,0,0,5,1,1
565,Namibia,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1
790,Nepal,SCA,2019,Q1,2019 Q1,6,0,0,0,1,1,0,0,0,102,0,0,0,0,0,3,2,1
436,Niger,AF,2019,Q1,2019 Q1,6,0,0,70,156,50,3,6,57,10,1,0,0,0,0,4,1,1
475,Nigeria,AF,2019,Q1,2019 Q1,6,1,1,769,616,111,95,710,2,134,1,0,0,1,0,4,1,1
343,North Macedonia,EUR,2019,Q1,2019 Q1,6,0,0,0,0,1,0,0,0,33,0,0,0,0,0,2,2,1
698,Oman,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
770,Pakistan,SCA,2019,Q1,2019 Q1,6,0,0,83,51,27,46,55,31,"1,458",1,0,0,0,0,4,1,1
840,Philippines,EAP,2019,Q1,2019 Q1,6,1,1,271,138,97,2,7,0,25,1,0,0,0,0,4,1,1
694,Qatar,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
360,Romania,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,242,1,0,0,0,0,2,2,1
365,Russia,EUR,2019,Q1,2019 Q1,6,0,0,3,4,3,0,0,0,402,1,0,0,0,0,4,1,1
517,Rwanda,AF,2019,Q1,2019 Q1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,"2,062",0,0,0,0,0,0,4,0,0
433,Senegal,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,11,0,0,0,1,0,2,2,1
345,Serbia,EUR,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,589,0,0,0,0,0,2,1,1
451,Sierra Leone,AF,2019,Q1,2019 Q1,6,0,0,3,0,0,1,0,0,2,0,0,0,0,0,3,2,1
520,Somalia,AF,2019,Q1,2019 Q1,6,0,1,185,439,215,53,117,328,15,1,0,0,0,0,4,0,0
560,South Africa,AF,2019,Q1,2019 Q1,6,0,0,11,0,0,3,2,0,216,0,0,0,0,0,3,2,1
626,South Sudan,AF,2019,Q1,2019 Q1,6,1,1,404,146,48,59,427,2,2,0,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2019,Q1,2019 Q1,6,0,0,2,0,1,2,0,0,218,0,0,0,0,0,3,2,1
625,Sudan,AF,2019,Q1,2019 Q1,6,0,0,46,30,18,21,37,0,344,1,0,0,0,1,5,0,0
652,Syria,NEA,2019,Q1,2019 Q1,6,1,1,340,737,428,13,11,678,68,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1
510,Tanzania,AF,2019,Q1,2019 Q1,6,0,0,17,0,0,3,10,0,1,1,0,0,0,0,3,1,1
800,Thailand,EAP,2019,Q1,2019 Q1,6,0,0,22,36,47,0,0,0,35,1,0,0,1,0,4,0,0
461,Togo,AF,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2019,Q1,2019 Q1,6,0,0,3,7,14,0,0,0,462,0,0,0,0,0,2,3,0
640,Turkey,EUR,2019,Q1,2019 Q1,6,0,0,1,69,105,1,0,0,354,1,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1
500,Uganda,AF,2019,Q1,2019 Q1,6,0,0,27,0,1,10,14,0,16,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2019,Q1,2019 Q1,6,0,0,4,156,"2,629",0,0,0,228,1,0,0,1,0,4,1,1
696,United Arab Emirates,NEA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
704,Uzbekistan,SCA,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
816,Vietnam,EAP,2019,Q1,2019 Q1,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0
679,Yemen,NEA,2019,Q1,2019 Q1,6,0,0,93,64,28,12,10,680,68,1,0,0,0,0,5,0,0
551,Zambia,AF,2019,Q1,2019 Q1,6,0,0,4,0,0,1,1,0,2,0,0,0,0,0,3,1,1
552,Zimbabwe,AF,2019,Q1,2019 Q1,6,0,0,6,0,0,1,1,0,12,1,0,0,0,1,3,1,1
700,Afghanistan,SCA,2019,Q2,2019 Q2,7,0,1,97,"8,163","2,368",0,0,536,6,1,0,0,0,0,5,1,1
339,Albania,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,1,1
615,Algeria,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,612,1,0,0,0,1,2,1,1
540,Angola,AF,2019,Q2,2019 Q2,7,0,0,2,0,0,0,0,0,5,0,0,0,0,0,3,1,1
371,Armenia,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,84,0,0,0,0,0,3,1,1
373,Azerbaijan,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,19,1,0,0,0,0,3,1,1
692,Bahrain,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,100,0,0,0,0,0,3,0,0
771,Bangladesh,SCA,2019,Q2,2019 Q2,7,0,0,53,2,1,26,15,8,246,1,0,1,0,0,4,1,1
370,Belarus,EUR,2019,Q2,2019 Q2,7,0,0,0,0,1,0,0,0,42,0,0,0,0,0,3,1,1
434,Benin,AF,2019,Q2,2019 Q2,7,0,0,5,0,0,4,7,0,8,0,0,0,1,1,2,1,1
346,Bosnia and Herzegovina,EUR,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,36,1,0,0,0,0,2,2,1
571,Botswana,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0
355,Bulgaria,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,1,0,0,94,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2019,Q2,2019 Q2,7,1,1,347,157,117,10,48,6,52,1,0,0,0,0,3,1,1
516,Burundi,AF,2019,Q2,2019 Q2,7,0,0,32,1,1,6,1,0,22,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2019,Q2,2019 Q2,7,0,0,2,0,0,0,0,0,8,1,0,0,0,1,3,1,1
471,Cameroon,AF,2019,Q2,2019 Q2,7,0,1,168,315,119,7,11,0,8,1,0,0,0,0,4,1,1
482,Central African Republic,AF,2019,Q2,2019 Q2,7,1,1,177,57,10,7,16,5,6,1,0,0,0,0,3,1,1
483,Chad,AF,2019,Q2,2019 Q2,7,0,0,19,162,10,6,51,1,6,1,0,0,0,1,3,1,1
437,Cote d'Ivoire,AF,2019,Q2,2019 Q2,7,0,0,4,0,1,4,14,0,16,1,0,0,0,0,3,2,1
344,Croatia,EUR,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,49,0,0,0,0,0,1,2,1
352,Cyprus,EUR,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,30,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2019,Q2,2019 Q2,7,1,1,537,145,62,31,318,13,145,0,0,0,0,0,5,1,1
522,Djibouti,AF,2019,Q2,2019 Q2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1
651,Egypt,NEA,2019,Q2,2019 Q2,7,0,0,14,241,91,2,1,0,19,1,0,0,0,1,4,1,1
411,Equatorial Guinea,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
530,Ethiopia,AF,2019,Q2,2019 Q2,7,0,1,152,25,8,9,174,0,33,1,1,0,0,1,4,1,1
481,Gabon,AF,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,15,1,0,0,0,0,3,1,1
420,Gambia,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,1
372,Georgia,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,191,0,0,0,0,0,2,2,1
452,Ghana,AF,2019,Q2,2019 Q2,7,0,0,4,0,0,10,6,2,12,1,0,0,0,0,3,3,0
350,Greece,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,2,1
438,Guinea,AF,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,14,1,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,1
750,India,SCA,2019,Q2,2019 Q2,7,0,1,199,184,182,113,60,6,"3,248",1,0,0,1,1,4,2,1
850,Indonesia,EAP,2019,Q2,2019 Q2,7,0,0,9,7,14,1,1,0,152,0,0,0,1,1,3,2,1
630,Iran,NEA,2019,Q2,2019 Q2,7,0,0,1,3,3,0,0,1,648,1,0,0,0,0,4,1,1
645,Iraq,NEA,2019,Q2,2019 Q2,7,0,0,86,629,285,19,41,237,83,1,0,0,0,0,4,1,1
666,Israel,NEA,2019,Q2,2019 Q2,7,0,0,4,0,1,0,0,41,111,1,0,0,1,0,3,3,0
663,Jordan,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,64,1,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,57,0,0,0,1,1,3,1,1
501,Kenya,AF,2019,Q2,2019 Q2,7,0,0,23,9,6,3,9,0,18,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2019,Q2,2019 Q2,7,0,0,0,0,1,0,0,0,40,1,0,0,0,0,3,1,1
812,Laos,EAP,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2019,Q2,2019 Q2,7,0,0,3,3,1,5,0,3,105,0,0,0,0,0,3,1,1
570,Lesotho,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1
450,Liberia,AF,2019,Q2,2019 Q2,7,0,0,2,0,0,0,0,0,4,0,0,0,0,1,2,2,1
620,Libya,NEA,2019,Q2,2019 Q2,7,0,0,9,40,9,5,17,17,18,1,0,0,0,0,5,0,0
580,Madagascar,AF,2019,Q2,2019 Q2,7,0,0,17,0,0,8,5,0,9,1,0,0,1,0,3,1,1
553,Malawi,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,13,0,0,0,1,1,3,1,1
820,Malaysia,EAP,2019,Q2,2019 Q2,7,0,0,0,0,1,0,0,0,22,1,0,0,0,0,3,1,1
432,Mali,AF,2019,Q2,2019 Q2,7,1,1,232,218,87,63,185,59,25,1,0,0,0,0,4,1,1
435,Mauritania,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,16,0,0,0,1,1,3,1,1
359,Moldova,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3,2,1
341,Montenegro,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,1,0,0,25,0,0,0,0,0,2,1,1
600,Morocco,NEA,2019,Q2,2019 Q2,7,0,0,1,0,4,0,0,0,195,1,0,0,0,0,2,0,0
541,Mozambique,AF,2019,Q2,2019 Q2,7,0,0,81,0,0,4,4,2,5,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2019,Q2,2019 Q2,7,0,0,51,507,138,1,0,0,89,1,0,1,0,1,5,1,1
565,Namibia,AF,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,1
790,Nepal,SCA,2019,Q2,2019 Q2,7,0,0,0,0,1,0,0,0,247,0,0,0,0,0,3,2,1
436,Niger,AF,2019,Q2,2019 Q2,7,0,0,55,165,66,4,11,13,3,1,0,0,0,0,4,1,1
475,Nigeria,AF,2019,Q2,2019 Q2,7,1,1,896,538,95,114,583,55,136,1,0,0,0,0,4,1,1
343,North Macedonia,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,43,0,0,0,1,0,2,2,1
698,Oman,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
770,Pakistan,SCA,2019,Q2,2019 Q2,7,0,1,132,115,31,90,126,14,"1,217",0,0,0,0,0,4,1,1
840,Philippines,EAP,2019,Q2,2019 Q2,7,0,1,238,125,79,2,2,6,52,1,0,0,1,0,4,1,1
694,Qatar,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1
360,Romania,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,1,0,0,130,1,0,0,0,0,2,2,1
365,Russia,EUR,2019,Q2,2019 Q2,7,0,0,0,6,4,0,0,0,438,1,0,0,0,0,4,1,1
517,Rwanda,AF,2019,Q2,2019 Q2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,"2,206",0,0,0,0,0,0,4,0,0
433,Senegal,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,1
345,Serbia,EUR,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,223,0,0,0,0,0,2,1,1
451,Sierra Leone,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,1
